timeStamp,elapsed,responseCode,success,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1559320252674,279,200,true,1597,116,10,10,279,0,136
1559320252696,289,200,true,1614,116,10,10,289,0,133
1559320252686,304,200,true,1592,116,10,10,304,0,139
1559320252729,272,200,true,1592,116,10,10,272,0,132
1559320252764,283,200,true,1592,116,10,10,282,0,137
1559320252787,278,200,true,1608,116,10,10,278,0,143
1559320252793,278,200,true,1608,116,10,10,277,0,140
1559320252859,286,200,true,1592,116,10,10,286,0,137
1559320252896,276,200,true,1592,116,10,10,276,0,135
1559320252933,287,200,true,1592,116,10,10,287,0,158
1559320252954,272,200,true,1592,116,10,10,272,0,138
1559320252991,271,200,true,1592,116,10,10,271,0,144
1559320252986,283,200,true,1592,116,10,10,282,0,149
1559320253002,288,200,true,1613,116,10,10,288,0,140
1559320253066,248,200,true,1608,116,10,10,248,0,116
1559320253047,268,200,true,1613,116,10,10,268,0,125
1559320253071,270,200,true,1608,116,10,10,270,0,131
1559320253146,386,200,true,1597,116,10,10,386,0,144
1559320253173,366,200,true,1597,116,10,10,365,0,138
1559320253221,361,200,true,1613,116,10,10,361,0,120
1559320253227,365,200,true,1608,116,10,10,365,0,120
1559320253263,402,200,true,1592,116,10,10,402,0,123
1559320253269,458,200,true,1597,116,10,10,455,0,122
1559320253291,440,200,true,1608,116,10,10,440,0,241
1559320253315,447,200,true,1597,116,10,10,447,0,229
1559320253316,448,200,true,1597,116,10,10,448,0,259
1559320253341,452,200,true,1608,116,10,10,452,0,246
1559320253539,333,200,true,1608,116,10,10,333,0,197
1559320253533,347,200,true,1592,116,10,10,345,0,202
1559320253583,332,200,true,1614,116,10,10,332,0,184
1559320253593,348,200,true,1613,116,10,10,347,0,202
1559320253666,289,200,true,1614,116,10,10,287,0,145
1559320253728,285,200,true,1592,116,10,10,285,0,133
1559320253731,287,200,true,1613,116,10,10,287,0,142
1559320253764,298,200,true,1597,116,10,10,297,0,146
1559320253762,320,200,true,1592,116,10,10,320,0,157
1559320253794,307,200,true,1592,116,10,10,307,0,148
1559320253873,288,200,true,1592,116,10,10,288,0,143
1559320253881,284,200,true,1613,116,10,10,284,0,136
1559320253916,288,200,true,1608,116,10,10,286,0,147
1559320253941,286,200,true,1608,116,10,10,286,0,143
1559320253955,302,200,true,1614,116,10,10,302,0,172
1559320254013,253,200,true,1592,116,10,10,252,0,129
1559320254018,287,200,true,1592,116,10,10,287,0,150
1559320254063,277,200,true,1613,116,10,10,275,0,141
1559320254082,269,200,true,1597,116,10,10,269,0,136
1559320254101,274,200,true,1597,116,10,10,274,0,136
1559320254162,265,200,true,1608,116,10,10,265,0,129
1559320254166,269,200,true,1608,116,10,10,269,0,130
1559320254205,270,200,true,1614,116,10,10,270,0,130
1559320254228,278,200,true,1592,116,10,10,278,0,147
1559320254258,274,200,true,1592,116,10,10,274,0,143
1559320254267,269,200,true,1614,116,10,10,269,0,136
1559320254306,266,200,true,1597,116,10,10,266,0,134
1559320254341,257,200,true,1592,116,10,10,256,0,134
1559320254351,275,200,true,1592,116,10,10,275,0,144
1559320254376,257,200,true,1592,116,10,10,257,0,133
1559320254427,254,200,true,1608,116,10,10,254,0,127
1559320254436,265,200,true,1608,116,10,10,265,0,125
1559320254476,251,200,true,1608,116,10,10,251,0,124
1559320254507,248,200,true,1608,116,10,10,248,0,121
1559320254537,248,200,true,1592,116,10,10,248,0,124
1559320254533,259,200,true,1614,116,10,10,258,0,128
1559320254573,262,200,true,1592,116,10,10,261,0,129
1559320254598,258,200,true,1592,116,10,10,257,0,124
1559320254626,251,200,true,1608,116,10,10,251,0,121
1559320254634,263,200,true,1614,116,10,10,262,0,137
1559320254682,255,200,true,1592,116,10,10,255,0,129
1559320254702,263,200,true,1592,116,10,10,263,0,132
1559320254728,258,200,true,1613,116,10,10,258,0,132
1559320254756,249,200,true,1597,116,10,10,249,0,125
1559320254786,255,200,true,1614,116,10,10,255,0,126
1559320254793,259,200,true,1592,116,10,10,259,0,126
1559320254835,246,200,true,1592,116,10,10,246,0,123
1559320254856,262,200,true,1592,116,10,10,262,0,125
1559320254877,279,200,true,1608,116,10,10,279,0,125
1559320254897,285,200,true,1592,116,10,10,285,0,137
1559320254938,270,200,true,1608,116,10,10,269,0,127
1559320254967,270,200,true,1597,116,10,10,270,0,133
1559320254987,268,200,true,1592,116,10,10,268,0,124
1559320255005,280,200,true,1592,116,10,10,280,0,149
1559320255052,291,200,true,1592,116,10,10,290,0,136
1559320255041,303,200,true,1592,116,10,10,303,0,143
1559320255082,473,200,true,1614,116,10,10,471,0,148
1559320255118,451,200,true,1592,116,10,10,451,0,145
1559320255156,429,200,true,1592,116,10,10,429,0,131
1559320255182,411,200,true,1592,116,10,10,410,0,141
1559320255208,543,200,true,1614,116,10,10,543,0,332
1559320255255,516,200,true,1608,116,10,10,508,0,309
1559320255238,536,200,true,1592,116,10,10,534,0,321
1559320255285,517,200,true,1608,116,10,10,517,0,294
1559320255343,507,200,true,1592,116,10,10,507,0,379
1559320255345,510,200,true,1608,116,10,10,510,0,382
1559320255556,335,200,true,1592,116,10,10,335,0,198
1559320255570,346,200,true,1597,116,10,10,346,0,210
1559320255584,355,200,true,1608,116,10,10,355,0,217
1559320255592,367,200,true,1608,116,10,10,365,0,209
1559320255751,274,200,true,1597,116,10,10,274,0,128
1559320255771,280,200,true,1592,116,10,10,278,0,127
1559320255774,304,200,true,1608,116,10,10,301,0,140
1559320255801,329,200,true,1592,116,10,10,329,0,158
1559320255849,323,200,true,1592,116,10,10,322,0,158
1559320255854,328,200,true,1614,116,10,10,327,0,157
1559320255891,345,200,true,1614,116,10,10,345,0,139
1559320255916,325,200,true,1592,116,10,10,325,0,164
1559320255940,375,200,true,1614,116,10,10,375,0,176
1559320255960,357,200,true,1608,116,10,10,357,0,167
1559320256026,383,200,true,1597,116,10,10,383,0,210
1559320256079,345,200,true,1597,116,10,10,343,0,160
1559320256051,375,200,true,1608,116,10,10,375,0,188
1559320256130,371,200,true,1592,116,10,10,371,0,211
1559320256172,338,200,true,1608,116,10,10,338,0,182
1559320256182,328,200,true,1597,116,10,10,328,0,177
1559320256236,306,200,true,1592,116,10,10,305,0,165
1559320256241,339,200,true,1608,116,10,10,339,0,193
1559320256316,304,200,true,1597,116,10,10,304,0,169
1559320256317,307,200,true,1613,116,10,10,307,0,184
1559320256410,270,200,true,1614,116,10,10,270,0,143
1559320256425,265,200,true,1613,116,10,10,265,0,135
1559320256427,276,200,true,1592,116,10,10,276,0,135
1559320256502,259,200,true,1614,116,10,10,259,0,126
1559320256511,264,200,true,1614,116,10,10,264,0,136
1559320256511,272,200,true,1613,116,10,10,272,0,140
1559320256542,251,200,true,1592,116,10,10,251,0,127
1559320256580,266,200,true,1592,116,10,10,266,0,130
1559320256621,239,200,true,1597,116,10,10,239,0,118
1559320256625,252,200,true,1592,116,10,10,252,0,124
1559320256680,258,200,true,1608,116,10,10,258,0,129
1559320256704,248,200,true,1608,116,10,10,248,0,125
1559320256691,266,200,true,1592,116,10,10,266,0,131
1559320256761,249,200,true,1592,116,10,10,249,0,117
1559320256776,249,200,true,1608,116,10,10,249,0,124
1559320256784,259,200,true,1608,116,10,10,259,0,130
1559320256794,266,200,true,1592,116,10,10,265,0,127
1559320256847,261,200,true,1592,116,10,10,261,0,132
1559320256861,252,200,true,1592,116,10,10,252,0,123
1559320256877,262,200,true,1608,116,10,10,262,0,126
1559320256939,251,200,true,1592,116,10,10,250,0,122
1559320256952,271,200,true,1592,116,10,10,269,0,131
1559320256957,279,200,true,1592,116,10,10,279,0,132
1559320257010,263,200,true,1608,116,10,10,263,0,130
1559320257044,241,200,true,1608,116,10,10,241,0,119
1559320257025,265,200,true,1597,116,10,10,265,0,122
1559320257061,264,200,true,1592,116,10,10,263,0,122
1559320257109,291,200,true,1592,116,10,10,291,0,131
1559320257114,306,200,true,1608,116,10,10,306,0,127
1559320257139,361,200,true,1592,116,10,10,361,0,124
1559320257191,342,200,true,1608,116,10,10,342,0,126
1559320257224,330,200,true,1608,116,10,10,330,0,126
1559320257236,443,200,true,1592,116,10,10,441,0,160
1559320257274,446,200,true,1613,116,10,10,446,0,228
1559320257286,444,200,true,1614,116,10,10,444,0,233
1559320257290,441,200,true,1592,116,10,10,440,0,233
1559320257325,414,200,true,1614,116,10,10,414,0,221
1559320257421,404,200,true,1608,116,10,10,404,0,274
1559320257400,429,200,true,1613,116,10,10,429,0,299
1559320257501,349,200,true,1597,116,10,10,348,0,199
1559320257534,338,200,true,1608,116,10,10,336,0,196
1559320257554,336,200,true,1592,116,10,10,336,0,185
1559320257679,252,200,true,1597,116,10,10,252,0,120
1559320257721,290,200,true,1613,116,10,10,289,0,138
1559320257730,290,200,true,1597,116,10,10,289,0,143
1559320257731,308,200,true,1614,116,10,10,308,0,152
1559320257739,309,200,true,1592,116,10,10,307,0,171
1559320257825,255,200,true,1592,116,10,10,255,0,121
1559320257830,269,200,true,1592,116,10,10,269,0,125
1559320257851,254,200,true,1608,116,10,10,253,0,127
1559320257873,290,200,true,1614,116,10,10,290,0,159
1559320257891,280,200,true,1592,116,10,10,279,0,144
1559320257932,270,200,true,1608,116,10,10,270,0,139
1559320258011,248,200,true,1592,116,10,10,248,0,127
1559320258020,250,200,true,1597,116,10,10,245,0,123
1559320258049,277,200,true,1592,116,10,10,275,0,140
1559320258040,360,200,true,1592,116,10,10,360,0,158
1559320258080,331,200,true,1592,116,10,10,329,0,140
1559320258105,308,200,true,1613,116,10,10,308,0,122
1559320258099,315,200,true,1592,116,10,10,315,0,134
1559320258163,272,200,true,1592,116,10,10,271,0,122
1559320258171,269,200,true,1608,116,10,10,269,0,122
1559320258202,368,200,true,1592,116,10,10,367,0,197
1559320258259,352,200,true,1592,116,10,10,352,0,164
1559320258270,351,200,true,1592,116,10,10,351,0,156
1559320258327,346,200,true,1608,116,10,10,346,0,201
1559320258400,310,200,true,1592,116,10,10,310,0,173
1559320258411,304,200,true,1597,116,10,10,304,0,168
1559320258414,327,200,true,1597,116,10,10,326,0,180
1559320258435,346,200,true,1592,116,10,10,346,0,183
1559320258441,349,200,true,1614,116,10,10,347,0,195
1559320258415,395,200,true,1608,116,10,10,395,0,189
1559320258571,267,200,true,1608,116,10,10,265,0,122
1559320258611,284,200,true,1592,116,10,10,284,0,163
1559320258621,299,200,true,1592,116,10,10,299,0,160
1559320258673,275,200,true,1592,116,10,10,274,0,140
1559320258711,249,200,true,1597,116,10,10,247,0,122
1559320258715,267,200,true,1592,116,10,10,266,0,132
1559320258741,258,200,true,1592,116,10,10,258,0,126
1559320258782,262,200,true,1592,116,10,10,262,0,127
1559320258790,279,200,true,1592,116,10,10,279,0,132
1559320258810,289,200,true,1592,116,10,10,289,0,141
1559320258838,281,200,true,1597,116,10,10,281,0,140
1559320258896,256,200,true,1592,116,10,10,256,0,126
1559320258920,263,200,true,1592,116,10,10,263,0,138
1559320258949,270,200,true,1597,116,10,10,270,0,146
1559320258960,268,200,true,1608,116,10,10,268,0,139
1559320258983,279,200,true,1597,116,10,10,279,0,138
1559320259000,273,200,true,1614,116,10,10,272,0,128
1559320259045,249,200,true,1614,116,10,10,249,0,124
1559320259069,251,200,true,1608,116,10,10,251,0,126
1559320259099,254,200,true,1592,116,10,10,252,0,127
1559320259120,258,200,true,1614,116,10,10,258,0,128
1559320259153,266,200,true,1608,116,10,10,266,0,127
1559320259183,258,200,true,1592,116,10,10,258,0,127
1559320259220,243,200,true,1592,116,10,10,243,0,121
1559320259228,265,200,true,1592,116,10,10,265,0,129
1559320259263,262,200,true,1608,116,10,10,262,0,135
1559320259273,257,200,true,1592,116,10,10,257,0,131
1559320259294,256,200,true,1614,116,10,10,256,0,129
1559320259320,260,200,true,1597,116,10,10,260,0,123
1559320259353,282,200,true,1613,116,10,10,282,0,126
1559320259379,274,200,true,1613,116,10,10,274,0,133
1559320259420,263,200,true,1592,116,10,10,263,0,128
1559320259441,272,200,true,1608,116,10,10,272,0,132
1559320259463,277,200,true,1614,116,10,10,277,0,125
1559320259493,275,200,true,1592,116,10,10,275,0,140
1559320259526,278,200,true,1597,116,10,10,278,0,142
1559320259530,283,200,true,1592,116,10,10,283,0,143
1559320259551,281,200,true,1614,116,10,10,281,0,149
1559320259581,278,200,true,1608,116,10,10,278,0,148
1559320259635,266,200,true,1592,116,10,10,265,0,146
1559320259654,271,200,true,1608,116,10,10,271,0,137
1559320259683,269,200,true,1608,116,10,10,269,0,141
1559320259714,265,200,true,1613,116,10,10,265,0,132
1559320259741,259,200,true,1592,116,10,10,259,0,125
1559320259769,254,200,true,1608,116,10,10,251,0,121
1559320259805,255,200,true,1597,116,10,10,255,0,128
1559320259813,255,200,true,1592,116,10,10,255,0,120
1559320259833,269,200,true,1608,116,10,10,266,0,125
1559320259860,252,200,true,1613,116,10,10,252,0,119
1559320259901,249,200,true,1608,116,10,10,249,0,122
1559320259925,244,200,true,1608,116,10,10,243,0,123
1559320259953,268,200,true,1608,116,10,10,266,0,141
1559320259979,274,200,true,1613,116,10,10,274,0,134
1559320260004,250,200,true,1613,116,10,10,250,0,117
1559320260023,258,200,true,1592,116,10,10,258,0,127
1559320260061,382,200,true,1613,116,10,10,382,0,123
1559320260068,432,200,true,1614,116,10,10,432,0,130
1559320260102,412,200,true,1592,116,10,10,412,0,129
1559320260113,411,200,true,1614,116,10,10,411,0,131
1559320260150,543,200,true,1608,116,9,9,543,0,131
1559320260170,549,200,true,1613,116,8,8,549,0,264
1559320260221,520,200,true,1592,116,7,7,519,0,288
1559320260255,505,200,true,1597,116,6,6,503,0,269
1559320260253,507,200,true,1613,116,6,6,507,0,273
1559320260281,559,200,true,1592,116,4,4,559,0,376
1559320260444,467,200,true,1592,116,3,3,466,0,274
1559320260501,431,200,true,1592,116,2,2,430,0,232
1559320260515,433,200,true,1608,116,1,1,433,0,238
